list-id-s,1,10,4,30,207581,6919
list-id-s,1,20,4,60,217247,3620
list-id-s,1,40,4,120,230303,1919
list-id-s,1,80,4,240,246875,1028
list-id-s,4,10,4,120,230456,1920
list-id-s,4,20,4,240,245273,1021
list-id-s,4,40,4,480,312230,650
list-id-s,4,80,4,960,501417,522
list-id-s,8,10,4,240,397937,1658
list-id-s,8,20,4,480,486087,1012
list-id-s,8,40,4,960,657074,684
list-id-s,8,80,4,1920,1386901,722
list-id-s,12,10,4,360,1120033,3111
list-id-s,12,20,4,720,517297,718
list-id-s,12,40,4,1440,1122793,779
list-id-s,12,80,4,2880,2130238,739
list-id-s,16,10,4,480,1332365,2775
list-id-s,16,20,4,960,997972,1039
list-id-s,16,40,4,1920,1813371,944
list-id-s,16,80,4,3840,4157237,1082
list-id-m,1,10,4,30,208564,6952,778
list-id-m,1,20,4,60,208359,3472,805
list-id-m,1,40,4,120,228355,1902,769
list-id-m,1,80,4,240,294770,1228,850
list-id-m,4,10,4,120,316171,2634,19356
list-id-m,4,20,4,240,273065,1137,2512
list-id-m,4,40,4,480,307989,641,62923
list-id-m,4,80,4,960,417827,435,87905
list-id-m,8,10,4,240,393245,1638,56045
list-id-m,8,20,4,480,409784,853,49692
list-id-m,8,40,4,960,414965,432,111070
list-id-m,8,80,4,1920,802304,417,271404
list-id-m,12,10,4,360,755112,2097,7209
list-id-m,12,20,4,720,1103067,1532,57572
list-id-m,12,40,4,1440,1159349,805,116882
list-id-m,12,80,4,2880,2260042,784,90975
list-id-m,16,10,4,480,1004830,2093,5445
list-id-m,16,20,4,960,605387,630,71974
list-id-m,16,40,4,1920,897621,467,225668
list-id-m,16,80,4,3840,1492186,388,533146
list-none-s,1,1000,1,3000,4138553,1379
list-none-s,1,1000,4,3000,1339252,446
list-none-s,1,1000,8,3000,854843,284
list-none-s,1,1000,16,3000,698489,232
list-none-s,2,1000,1,6000,9507584,1584
list-none-s,2,1000,4,6000,3343934,557
list-none-s,2,1000,8,6000,2265788,377
list-none-s,2,1000,16,6000,1807339,301
list-none-s,4,1000,1,12000,22851828,1904
list-none-s,4,1000,4,12000,8526757,710
list-none-s,4,1000,8,12000,6457814,538
list-none-s,4,1000,16,12000,5061420,421
list-none-s,8,1000,1,24000,71353251,2973
list-none-s,8,1000,4,24000,24925951,1038
list-none-s,8,1000,8,24000,15089241,628
list-none-s,8,1000,16,24000,12973626,540
list-none-s,12,1000,1,36000,90553587,2515
list-none-s,12,1000,4,36000,39693241,1102
list-none-s,12,1000,8,36000,30513814,847
list-none-s,12,1000,16,36000,27375257,760
list-none-m,1,1000,1,3000,4031360,1343,751
list-none-m,1,1000,4,3000,1415153,471,794
list-none-m,1,1000,8,3000,857503,285,800
list-none-m,1,1000,16,3000,713544,237,774
list-none-m,2,1000,1,6000,9154389,1525,2258088
list-none-m,2,1000,4,6000,2583559,430,622701
list-none-m,2,1000,8,6000,1660358,276,397737
list-none-m,2,1000,16,6000,1148847,191,250042
list-none-m,4,1000,1,12000,20135895,1677,7546551
list-none-m,4,1000,4,12000,5961186,496,2181873
list-none-m,4,1000,8,12000,3843151,320,1341786
list-none-m,4,1000,16,12000,2585617,215,916090
list-none-m,8,1000,1,24000,62046211,2585,26928616
list-none-m,8,1000,4,24000,16647692,693,7229620
list-none-m,8,1000,8,24000,9999756,416,4242579
list-none-m,8,1000,16,24000,6538883,272,2844926
list-none-m,12,1000,1,36000,75594515,2099,34426486
list-none-m,12,1000,4,36000,21817598,606,9934908
list-none-m,12,1000,8,36000,13076757,363,5914488
list-none-m,12,1000,16,36000,9364063,260,4257946
